date,value
2021-12-15T07:45:00.000Z,0.13899999999999998
2021-12-15T07:50:00.000Z,0.08849999999999997
2021-12-15T07:55:00.000Z,0.12549999999999992
2021-12-15T08:00:00.000Z,0.12049999999999993
2021-12-15T08:05:00.000Z,0.17999999999999994
2021-12-15T08:10:00.000Z,0.15650000000000003
2021-12-15T08:15:00.000Z,0.1555
2021-12-15T08:20:00.000Z,0.04450000000000005
2021-12-15T08:25:00.000Z,0.1215
2021-12-15T08:30:00.000Z,0.101
2021-12-15T08:35:00.000Z,0.1519999999999999
2021-12-15T08:40:00.000Z,0.1585000000000001
2021-12-15T08:45:00.000Z,0.1356666666666667
2021-12-15T08:50:00.000Z,0.08900000000000001
2021-12-15T08:55:00.000Z,0.12266666666666674
2021-12-15T09:00:00.000Z,0.17499999999999966
2021-12-15T09:05:00.000Z,0.07900000000000015
2021-12-15T09:10:00.000Z,0.12933333333333344
2021-12-15T09:15:00.000Z,0.094
2021-12-15T09:20:00.000Z,0.1663333333333334
2021-12-15T09:25:00.000Z,0.12099999999999997
2021-12-15T09:30:00.000Z,0.1173333333333333
2021-12-15T09:35:00.000Z,43.32633333333334
2021-12-15T09:40:00.000Z,521.5306666666669
2021-12-15T09:45:00.000Z,518.9230000000001
2021-12-15T09:50:00.000Z,523.4443333333332
2021-12-15T09:55:00.000Z,518.7243333333331
2021-12-15T10:00:00.000Z,523.2360000000001
2021-12-15T10:05:00.000Z,522.5676666666672
2021-12-15T10:10:00.000Z,523.5543333333334
2021-12-15T10:15:00.000Z,521.857
2021-12-15T10:20:00.000Z,519.3886666666671
2021-12-15T10:25:00.000Z,520.8030000000001
2021-12-15T10:30:00.000Z,519.8050000000002
2021-12-15T10:35:00.000Z,519.465
2021-12-15T10:40:00.000Z,515.5890000000003
2021-12-15T10:45:00.000Z,518.7713333333334
2021-12-15T10:50:00.000Z,515.3046666666675
2021-12-15T10:55:00.000Z,517.3906666666671
2021-12-15T11:00:00.000Z,523.395
2021-12-15T11:05:00.000Z,519.2346666666664
2021-12-15T11:10:00.000Z,515.9176666666664
2021-12-15T11:15:00.000Z,515.1370000000001
2021-12-15T11:20:00.000Z,520.7509999999995
2021-12-15T11:25:00.000Z,519.5931666666667
2021-12-15T11:30:00.000Z,517.2853333333334
2021-12-15T11:35:00.000Z,506.3106666666671
2021-12-15T11:40:00.000Z,506.60866666666715
2021-12-15T11:45:00.000Z,504.52166666666636
2021-12-15T11:50:00.000Z,507.39066666666685
2021-12-15T11:55:00.000Z,507.8733333333332
2021-12-15T12:00:00.000Z,508.241
2021-12-15T12:05:00.000Z,511.03166666666664
2021-12-15T12:10:00.000Z,509.2356666666666
2021-12-15T12:15:00.000Z,491.37466666666654
2021-12-15T12:20:00.000Z,0.1899999999999997
2021-12-15T12:25:00.000Z,0.17666666666666686
2021-12-15T12:30:00.000Z,0.16099999999999984
2021-12-15T12:35:00.000Z,0.10700000000000001
2021-12-15T12:40:00.000Z,0.17333333333333323
2021-12-15T12:45:00.000Z,0.0616666666666667
2021-12-15T12:50:00.000Z,0.045
2021-12-15T12:55:00.000Z,0.1583333333333333
2021-12-15T13:00:00.000Z,0.10166666666666656
2021-12-15T13:05:00.000Z,0.055666666666666656
2021-12-15T13:10:00.000Z,0.10233333333333328
2021-12-15T13:15:00.000Z,0.07200000000000004
2021-12-15T13:20:00.000Z,0.09066666666666663
2021-12-15T13:25:00.000Z,0.12200000000000003
2021-12-15T13:30:00.000Z,0.13849999999999998
2021-12-15T13:35:00.000Z,0.16066666666666643
2021-12-15T13:40:00.000Z,0.11983333333333335
2021-12-15T13:45:00.000Z,0.1988333333333333
2021-12-15T13:50:00.000Z,0.13199999999999998
2021-12-15T13:55:00.000Z,0.14049999999999985
2021-12-15T14:00:00.000Z,0.12183333333333345
2021-12-15T14:05:00.000Z,0.09700000000000003
2021-12-15T14:10:00.000Z,0.10433333333333343
2021-12-15T14:15:00.000Z,0.14833333333333326
2021-12-15T14:20:00.000Z,0.04649999999999994
2021-12-15T14:25:00.000Z,0.10066666666666672
2021-12-15T14:30:00.000Z,0.1435
2021-12-15T14:35:00.000Z,0.08450000000000003
2021-12-15T14:40:00.000Z,0.13216666666666674
2021-12-15T14:45:00.000Z,0.12066666666666655
2021-12-15T14:50:00.000Z,0.1291666666666666
2021-12-15T14:55:00.000Z,0.09050000000000004
2021-12-15T15:00:00.000Z,0.11283333333333337
2021-12-15T15:05:00.000Z,0.04200000000000001
2021-12-15T15:10:00.000Z,0.13766666666666671
2021-12-15T15:15:00.000Z,0.13266666666666654
2021-12-15T15:20:00.000Z,0.15850000000000014
2021-12-15T15:25:00.000Z,0.10316666666666673
2021-12-15T15:30:00.000Z,0.11716666666666672
2021-12-15T15:35:00.000Z,0.08449999999999996
2021-12-15T15:40:00.000Z,0.06416666666666669
2021-12-15T15:45:00.000Z,0.11783333333333328
2021-12-15T15:50:00.000Z,0.10950000000000007
2021-12-15T15:55:00.000Z,399.61616666666686
2021-12-15T16:00:00.000Z,500.97166666666726
2021-12-15T16:05:00.000Z,500.71066666666604
2021-12-15T16:10:00.000Z,499.7938333333337
2021-12-15T16:15:00.000Z,499.2583333333336
2021-12-15T16:20:00.000Z,507.58699999999993
2021-12-15T16:25:00.000Z,501.91883333333396
2021-12-15T16:30:00.000Z,500.3638333333329
2021-12-15T16:35:00.000Z,505.7979999999994
2021-12-15T16:40:00.000Z,502.73983333333354
2021-12-15T16:45:00.000Z,503.0625000000004
2021-12-15T16:50:00.000Z,502.84266666666707
2021-12-15T16:55:00.000Z,507.0316666666674
2021-12-15T17:00:00.000Z,505.308
2021-12-15T17:05:00.000Z,507.124
2021-12-15T17:10:00.000Z,508.7551666666671
2021-12-15T17:15:00.000Z,506.32750000000016
2021-12-15T17:20:00.000Z,514.0253333333332
2021-12-15T17:25:00.000Z,505.682833333334
2021-12-15T17:30:00.000Z,505.0600000000002
2021-12-15T17:35:00.000Z,509.8866666666669
2021-12-15T17:40:00.000Z,518.0281666666666
2021-12-15T17:45:00.000Z,509.4298333333336
2021-12-15T17:50:00.000Z,512.1593333333333
2021-12-15T17:55:00.000Z,514.3029999999998
2021-12-15T18:00:00.000Z,509.5305
2021-12-15T18:05:00.000Z,59.70350000000005
2021-12-15T18:10:00.000Z,0.1173333333333333
2021-12-15T18:15:00.000Z,0.14933333333333346
2021-12-15T18:20:00.000Z,0.040999999999999995
2021-12-15T18:25:00.000Z,0.045333333333333316
2021-12-15T18:30:00.000Z,0.13616666666666666
2021-12-15T18:35:00.000Z,0.1450000000000001
2021-12-15T18:40:00.000Z,0.13400000000000006
2021-12-15T18:45:00.000Z,0.17300000000000007
2021-12-15T18:50:00.000Z,0.097
2021-12-15T18:55:00.000Z,0.09600000000000004
2021-12-15T19:00:00.000Z,0.09899999999999995
2021-12-15T19:05:00.000Z,0.15799999999999986
2021-12-15T19:10:00.000Z,0.07599999999999998
2021-12-15T19:15:00.000Z,0.12600000000000003
2021-12-15T19:20:00.000Z,0.13499999999999998
2021-12-15T19:25:00.000Z,0.09599999999999992
2021-12-15T19:30:00.000Z,0.16599999999999993
2021-12-15T19:35:00.000Z,0.17100000000000015
